companies_id,company_name,country,ICTR_risk_category,benchmark,ep_product,matched_activity_name,matched_reference_product,unit,multi_match,matching_certainty,matching_certainty_company_average,input_name,input_unit,input_tilt_sector,input_tilt_subsector,input_isic_4digit,input_isic_4digit_name,company_city,postcode,address,main_activity,activity_uuid_product_uuid,profile_ranking,extra_rowid
company13,spectrophobic_americanriverotter,netherlands,low,all,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"sodium chloride, powder",kg,non-metallic minerals,other non-metallic minerals,'0893',Extraction of salt,NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,0.3291139240506329,93
company13,spectrophobic_americanriverotter,netherlands,low,all,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"sodium chloride, powder",kg,non-metallic minerals,other non-metallic minerals,'0893',Extraction of salt,NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,0.3291139240506329,94
company13,spectrophobic_americanriverotter,netherlands,medium,all,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"transport, passenger car, large size, diesel, EURO 5",km,transport,other transport,'4922',Other passenger land transport,NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,0.3924050632911392,95
company13,spectrophobic_americanriverotter,netherlands,medium,all,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"transport, passenger car, large size, diesel, EURO 5",km,transport,other transport,'4922',Other passenger land transport,NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,0.3924050632911392,96
company13,spectrophobic_americanriverotter,netherlands,high,input_isic_4digit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"alkyd paint, white, without solvent, in 60% solution state",kg,industry,chemicals,'2022',"Manufacture of paints, varnishes and similar coatings, printing ink and mas",NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,1,83
company13,spectrophobic_americanriverotter,netherlands,high,input_isic_4digit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"alkyd paint, white, without solvent, in 60% solution state",kg,industry,chemicals,'2022',"Manufacture of paints, varnishes and similar coatings, printing ink and mas",NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,1,84
company13,spectrophobic_americanriverotter,netherlands,medium,input_isic_4digit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"alkyd paint, white, without water, in 60% solution state",kg,industry,chemicals,'2022',"Manufacture of paints, varnishes and similar coatings, printing ink and mas",NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,0.5,85
company13,spectrophobic_americanriverotter,netherlands,medium,input_isic_4digit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"alkyd paint, white, without water, in 60% solution state",kg,industry,chemicals,'2022',"Manufacture of paints, varnishes and similar coatings, printing ink and mas",NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,0.5,86
company13,spectrophobic_americanriverotter,netherlands,high,input_isic_4digit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"electricity, medium voltage",kWh,power,total power,'3510',"Electric power generation, transmission and distribution",NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,1,87
company13,spectrophobic_americanriverotter,netherlands,high,input_isic_4digit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"electricity, medium voltage",kWh,power,total power,'3510',"Electric power generation, transmission and distribution",NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,1,88
company13,spectrophobic_americanriverotter,netherlands,high,input_isic_4digit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,glyphosate,kg,industry,chemicals,'2021',Manufacture of pesticides and other agrochemical products,NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,1,89
company13,spectrophobic_americanriverotter,netherlands,high,input_isic_4digit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,glyphosate,kg,industry,chemicals,'2021',Manufacture of pesticides and other agrochemical products,NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,1,90
company13,spectrophobic_americanriverotter,netherlands,medium,input_isic_4digit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"gravel, crushed",kg,non-metallic minerals,other non-metallic minerals,'0810',"Quarrying of stone, sand and clay",NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,0.5,91
company13,spectrophobic_americanriverotter,netherlands,medium,input_isic_4digit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"gravel, crushed",kg,non-metallic minerals,other non-metallic minerals,'0810',"Quarrying of stone, sand and clay",NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,0.5,92
company13,spectrophobic_americanriverotter,netherlands,high,input_isic_4digit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"sodium chloride, powder",kg,non-metallic minerals,other non-metallic minerals,'0893',Extraction of salt,NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,1,93
company13,spectrophobic_americanriverotter,netherlands,high,input_isic_4digit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"sodium chloride, powder",kg,non-metallic minerals,other non-metallic minerals,'0893',Extraction of salt,NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,1,94
company13,spectrophobic_americanriverotter,netherlands,high,input_isic_4digit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"transport, passenger car, large size, diesel, EURO 5",km,transport,other transport,'4922',Other passenger land transport,NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,1,95
company13,spectrophobic_americanriverotter,netherlands,high,input_isic_4digit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"transport, passenger car, large size, diesel, EURO 5",km,transport,other transport,'4922',Other passenger land transport,NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,1,96
company13,spectrophobic_americanriverotter,netherlands,high,input_tilt_sector,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"alkyd paint, white, without solvent, in 60% solution state",kg,industry,chemicals,'2022',"Manufacture of paints, varnishes and similar coatings, printing ink and mas",NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,0.9487179487179488,83
company13,spectrophobic_americanriverotter,netherlands,high,input_tilt_sector,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"alkyd paint, white, without solvent, in 60% solution state",kg,industry,chemicals,'2022',"Manufacture of paints, varnishes and similar coatings, printing ink and mas",NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,0.9487179487179488,84
company13,spectrophobic_americanriverotter,netherlands,high,input_tilt_sector,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"alkyd paint, white, without water, in 60% solution state",kg,industry,chemicals,'2022',"Manufacture of paints, varnishes and similar coatings, printing ink and mas",NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,0.9230769230769232,85
company13,spectrophobic_americanriverotter,netherlands,high,input_tilt_sector,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"alkyd paint, white, without water, in 60% solution state",kg,industry,chemicals,'2022',"Manufacture of paints, varnishes and similar coatings, printing ink and mas",NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,0.9230769230769232,86
company13,spectrophobic_americanriverotter,netherlands,high,input_tilt_sector,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"electricity, medium voltage",kWh,power,total power,'3510',"Electric power generation, transmission and distribution",NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,1,87
company13,spectrophobic_americanriverotter,netherlands,high,input_tilt_sector,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"electricity, medium voltage",kWh,power,total power,'3510',"Electric power generation, transmission and distribution",NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,1,88
company13,spectrophobic_americanriverotter,netherlands,high,input_tilt_sector,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,glyphosate,kg,industry,chemicals,'2021',Manufacture of pesticides and other agrochemical products,NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,1,89
company13,spectrophobic_americanriverotter,netherlands,high,input_tilt_sector,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,glyphosate,kg,industry,chemicals,'2021',Manufacture of pesticides and other agrochemical products,NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,1,90
company13,spectrophobic_americanriverotter,netherlands,low,input_tilt_sector,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"gravel, crushed",kg,non-metallic minerals,other non-metallic minerals,'0810',"Quarrying of stone, sand and clay",NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,0.2857142857142857,91
company13,spectrophobic_americanriverotter,netherlands,low,input_tilt_sector,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"gravel, crushed",kg,non-metallic minerals,other non-metallic minerals,'0810',"Quarrying of stone, sand and clay",NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,0.2857142857142857,92
company13,spectrophobic_americanriverotter,netherlands,medium,input_tilt_sector,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"sodium chloride, powder",kg,non-metallic minerals,other non-metallic minerals,'0893',Extraction of salt,NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,0.5714285714285714,93
company13,spectrophobic_americanriverotter,netherlands,medium,input_tilt_sector,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"sodium chloride, powder",kg,non-metallic minerals,other non-metallic minerals,'0893',Extraction of salt,NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,0.5714285714285714,94
company13,spectrophobic_americanriverotter,netherlands,high,input_tilt_sector,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"transport, passenger car, large size, diesel, EURO 5",km,transport,other transport,'4922',Other passenger land transport,NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,1,95
company13,spectrophobic_americanriverotter,netherlands,high,input_tilt_sector,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"transport, passenger car, large size, diesel, EURO 5",km,transport,other transport,'4922',Other passenger land transport,NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,1,96
company13,spectrophobic_americanriverotter,netherlands,high,input_unit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"alkyd paint, white, without solvent, in 60% solution state",kg,industry,chemicals,'2022',"Manufacture of paints, varnishes and similar coatings, printing ink and mas",NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,0.864406779661017,83
company13,spectrophobic_americanriverotter,netherlands,high,input_unit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"alkyd paint, white, without solvent, in 60% solution state",kg,industry,chemicals,'2022',"Manufacture of paints, varnishes and similar coatings, printing ink and mas",NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,0.864406779661017,84
company13,spectrophobic_americanriverotter,netherlands,high,input_unit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"alkyd paint, white, without water, in 60% solution state",kg,industry,chemicals,'2022',"Manufacture of paints, varnishes and similar coatings, printing ink and mas",NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,0.847457627118644,85
company13,spectrophobic_americanriverotter,netherlands,high,input_unit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"alkyd paint, white, without water, in 60% solution state",kg,industry,chemicals,'2022',"Manufacture of paints, varnishes and similar coatings, printing ink and mas",NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,0.847457627118644,86
company13,spectrophobic_americanriverotter,netherlands,high,input_unit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"electricity, medium voltage",kWh,power,total power,'3510',"Electric power generation, transmission and distribution",NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,1,87
company13,spectrophobic_americanriverotter,netherlands,high,input_unit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"electricity, medium voltage",kWh,power,total power,'3510',"Electric power generation, transmission and distribution",NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,1,88
company13,spectrophobic_americanriverotter,netherlands,high,input_unit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,glyphosate,kg,industry,chemicals,'2021',Manufacture of pesticides and other agrochemical products,NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,0.9152542372881356,89
company13,spectrophobic_americanriverotter,netherlands,high,input_unit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,glyphosate,kg,industry,chemicals,'2021',Manufacture of pesticides and other agrochemical products,NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,0.9152542372881356,90
company13,spectrophobic_americanriverotter,netherlands,low,input_unit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"gravel, crushed",kg,non-metallic minerals,other non-metallic minerals,'0810',"Quarrying of stone, sand and clay",NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,0.15254237288135594,91
company13,spectrophobic_americanriverotter,netherlands,low,input_unit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"gravel, crushed",kg,non-metallic minerals,other non-metallic minerals,'0810',"Quarrying of stone, sand and clay",NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,0.15254237288135594,92
company13,spectrophobic_americanriverotter,netherlands,low,input_unit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"sodium chloride, powder",kg,non-metallic minerals,other non-metallic minerals,'0893',Extraction of salt,NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,0.3220338983050847,93
company13,spectrophobic_americanriverotter,netherlands,low,input_unit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"sodium chloride, powder",kg,non-metallic minerals,other non-metallic minerals,'0893',Extraction of salt,NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,0.3220338983050847,94
company13,spectrophobic_americanriverotter,netherlands,medium,input_unit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"transport, passenger car, large size, diesel, EURO 5",km,transport,other transport,'4922',Other passenger land transport,NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,0.5,95
company13,spectrophobic_americanriverotter,netherlands,medium,input_unit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"transport, passenger car, large size, diesel, EURO 5",km,transport,other transport,'4922',Other passenger land transport,NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,0.5,96
company13,spectrophobic_americanriverotter,netherlands,high,input_unit_input_isic_4digit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"alkyd paint, white, without solvent, in 60% solution state",kg,industry,chemicals,'2022',"Manufacture of paints, varnishes and similar coatings, printing ink and mas",NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,1,83
company13,spectrophobic_americanriverotter,netherlands,high,input_unit_input_isic_4digit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"alkyd paint, white, without solvent, in 60% solution state",kg,industry,chemicals,'2022',"Manufacture of paints, varnishes and similar coatings, printing ink and mas",NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,1,84
company13,spectrophobic_americanriverotter,netherlands,medium,input_unit_input_isic_4digit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"alkyd paint, white, without water, in 60% solution state",kg,industry,chemicals,'2022',"Manufacture of paints, varnishes and similar coatings, printing ink and mas",NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,0.5,85
company13,spectrophobic_americanriverotter,netherlands,medium,input_unit_input_isic_4digit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"alkyd paint, white, without water, in 60% solution state",kg,industry,chemicals,'2022',"Manufacture of paints, varnishes and similar coatings, printing ink and mas",NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,0.5,86
company13,spectrophobic_americanriverotter,netherlands,high,input_unit_input_isic_4digit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"electricity, medium voltage",kWh,power,total power,'3510',"Electric power generation, transmission and distribution",NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,1,87
company13,spectrophobic_americanriverotter,netherlands,high,input_unit_input_isic_4digit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"electricity, medium voltage",kWh,power,total power,'3510',"Electric power generation, transmission and distribution",NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,1,88
company13,spectrophobic_americanriverotter,netherlands,high,input_unit_input_isic_4digit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,glyphosate,kg,industry,chemicals,'2021',Manufacture of pesticides and other agrochemical products,NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,1,89
company13,spectrophobic_americanriverotter,netherlands,high,input_unit_input_isic_4digit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,glyphosate,kg,industry,chemicals,'2021',Manufacture of pesticides and other agrochemical products,NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,1,90
company13,spectrophobic_americanriverotter,netherlands,medium,input_unit_input_isic_4digit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"gravel, crushed",kg,non-metallic minerals,other non-metallic minerals,'0810',"Quarrying of stone, sand and clay",NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,0.5,91
company13,spectrophobic_americanriverotter,netherlands,medium,input_unit_input_isic_4digit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"gravel, crushed",kg,non-metallic minerals,other non-metallic minerals,'0810',"Quarrying of stone, sand and clay",NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,0.5,92
company13,spectrophobic_americanriverotter,netherlands,high,input_unit_input_isic_4digit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"sodium chloride, powder",kg,non-metallic minerals,other non-metallic minerals,'0893',Extraction of salt,NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,1,93
company13,spectrophobic_americanriverotter,netherlands,high,input_unit_input_isic_4digit,maintenance of motorway guardrails,road maintenance,road maintenance,m*year,FALSE,low,low,"sodium chloride, powder",kg,non-metallic minerals,other non-metallic minerals,'0893',Extraction of salt,NA,NA,NA,manufacturer/ producer,9c858926-d0d9-513d-8455-466fba7bc6ea_c6deb1b3-386b-4c16-8399-29d0283d2673,1,94
